上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:113/12/23
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"5603","陸海","14.44","1.20000000","112","4.67","1.39"
"5604","中連","16.80","2.00000000","112","4.76","2.04"
"5609","中菲行","12.67","6.00000000","112","7.35","1.98"
"5701","劍湖山","N/A","0.00000000","112","0.00","1.11"
"5703","亞都","75.83","0.00000000","112","0.00","2.75"
"5704","老爺知","15.95","1.50000000","112","4.24","2.44"
"5864","致和證","4.64","1.50000000","112","10.24","0.79"
"5878","台名","19.53","2.50000000","112","5.42","2.14"
"5902","德記","18.69","1.50000000","112","3.75","3.14"
"5903","全家","11.26","5.80000000","112","3.08","4.37"
"5904","寶雅","19.17","21.10000000","112","4.22","8.20"
"5905","南仁湖","N/A","0.00000000","112","0.00","1.24"
"6015","宏遠證","10.69","0.25000000","112","2.29","0.78"
"6016","康和證","9.12","1.15000000","112","8.58","0.87"
"6020","大展證","20.43","0.89916258","112","4.78","1.01"
"6021","美好證","28.06","0.60000000","112","2.52","0.94"
"6023","元大期","12.50","5.00000000","112","5.69","1.66"
"6026","福邦證","8.66","1.28000000","112","10.41","0.86"
"6101","寬魚國際","119.38","0.16800000","112","0.44","3.79"
"6103","合邦","158.39","0.00000000","112","0.00","5.20"
"6104","創惟","79.30","1.80000000","112","1.06","8.40"
"6109","亞元","N/A","0.29999999","112","2.44","1.19"
"6111","大宇資","N/A","0.00000000","112","0.00","2.85"
"6113","亞矽","N/A","1.00000000","112","5.03","1.83"
"6114","久威","N/A","0.00000000","112","0.00","1.13"
"6118","建達","31.38","0.00000000","112","0.00","2.02"
"6121","新普","13.58","21.70000000","112","5.59","1.97"
"6122","擎邦","9.98","3.70000000","112","7.09","2.35"
"6123","上奇","16.87","4.00000000","112","7.08","2.39"
"6124","業強","N/A","0.00000000","112","0.00","1.67"
"6125","廣運","66.95","1.70000000","112","1.98","4.87"
"6126","信音","29.02","1.08097786","112","3.65","1.07"
"6127","九豪","N/A","0.40000000","112","1.37","2.79"
"6129","普誠","N/A","0.25000000","112","1.51","1.60"
"6130","上亞科技","N/A","0.50000000","112","2.08","1.62"
"6134","萬旭","N/A","0.00000000","112","0.00","2.79"
"6138","茂達","18.66","5.96965123","112","3.42","3.80"
"6140","訊達","30.48","0.75000000","112","2.93","2.12"
"6143","振曜","19.81","4.00000000","112","3.40","3.44"
"6144","得利影","N/A","0.00000000","112","0.00","3.89"
"6146","耕興","16.65","10.50000000","112","5.02","3.95"
"6147","頎邦","12.35","3.75000000","112","5.71","1.03"
"6148","驊宏資","16.24","1.20000000","112","4.71","2.01"
"6150","撼訊","N/A","0.00000000","112","0.00","2.24"
"6151","晉倫","27.01","1.50000000","112","3.65","2.26"
"6154","順發","29.44","0.72000000","112","4.53","1.01"
"6156","松上","18.14","0.79869278","112","3.04","1.19"
"6158","禾昌","24.36","1.00064551","112","3.51","1.31"
"6160","欣技","N/A","0.00000000","112","0.00","2.25"
"6161","捷波","13.35","2.00000000","112","4.03","2.16"
"6163","華電網","141.88","0.30000000","112","1.32","1.36"
"6167","久正","130.91","0.50000000","112","3.47","1.30"
"6169","昱泉","N/A","0.00000000","112","0.00","1.64"
"6170","統振","24.30","2.73000000","112","5.62","2.63"
"6171","大城地產","8.20","1.50000000","112","3.61","2.00"
"6173","信昌電","16.86","1.20560747","112","2.83","1.04"
"6174","安碁","42.12","0.14000000","112","0.56","1.88"
"6175","立敦","14.54","1.04582080","112","2.63","1.57"
"6179","亞通","N/A","0.79056452","112","2.78","1.48"
"6180","橘子","6.07","3.28000000","112","4.18","1.95"
"6182","合晶","883.33","0.65000000","112","2.45","1.01"
"6185","幃翔","162.22","0.52000000","112","3.56","1.00"
"6186","新潤","15.44","3.50003678","112","5.71","3.24"
"6187","萬潤","41.69","1.47283335","112","0.36","6.63"
"6188","廣明","37.29","3.20000000","112","2.95","3.28"
"6190","萬泰科","17.26","1.16267033","112","3.24","1.94"
"6194","育富","12.50","1.80000000","112","4.83","0.95"
"6195","詩肯","25.85","2.00000000","112","5.73","1.36"
"6198","瑞築","N/A","0.00000000","112","0.00","1.69"
"6199","天品","113.46","0.00000000","112","0.00","9.03"
"6203","海韻電","21.21","4.99707959","112","7.14","2.01"
"6204","艾華","38.51","17.43000000","112","28.11","4.32"
"6207","雷科","27.40","1.50000000","112","2.74","2.27"
"6208","日揚","13.94","0.00000000","112","0.00","1.62"
"6210","慶生","N/A","0.00000000","112","0.00","1.54"
"6212","理銘","7.43","3.50000000","112","6.14","1.78"
"6217","中探針","N/A","0.30000000","112","0.76","1.43"
"6218","豪勉","N/A","0.50000000","112","1.77","1.99"
"6219","富旺","24.45","0.00000000","112","0.00","2.85"
"6220","岳豐","N/A","0.80000000","112","2.92","1.28"
"6221","晉泰","17.18","2.49286305","112","4.01","2.19"
"6222","上揚","N/A","0.00000000","112","0.00","4.16"
"6223","旺矽","44.43","7.50000000","112","0.85","9.50"
"6227","茂綸","17.32","2.50000000","112","2.79","2.70"
"6228","全譜","N/A","0.00000000","112","0.00","2.59"
"6229","研通","38.11","0.50000000","112","1.60","1.70"
"6231","系微","61.63","4.50000000","112","1.10","17.42"
"6233","旺玖","93.55","0.20916259","112","0.72","1.85"
"6234","高僑","36.02","0.65000000","112","2.17","1.07"
"6236","中湛","N/A","0.00000000","112","0.00","7.90"
"6237","驊訊","N/A","0.25000000","112","0.53","2.37"
"6240","松崗","22.36","0.00000000","112","0.00","1.12"
"6241","易通展","14.38","0.00000000","112","0.00","1.99"
"6242","立康","16.61","2.50000000","112","5.83","1.64"
"6244","茂迪","47.33","0.32000000","112","1.57","1.79"
"6245","立端","15.68","4.25000000","112","4.75","2.23"
"6246","臺龍","N/A","0.00000000","112","0.00","1.49"
"6248","沛波","5.67","2.00000000","112","7.30","1.24"
"6259","百徽","40.74","1.19714368","112","6.25","1.38"
"6261","久元","13.35","4.00000000","112","6.44","1.22"
"6263","普萊德","18.41","7.40000000","112","4.88","5.97"
"6264","富裔","N/A","0.00000000","112","0.00","1.65"
"6265","方土昶","178.33","0.00000000","112","0.00","0.94"
"6266","泰詠","15.67","1.96000000","112","5.96","1.99"
"6270","倍微","107.29","1.00000000","112","3.88","0.45"
"6274","台燿","21.08","4.00752000","112","2.26","3.68"
"6275","元山","11.80","2.97434398","112","6.34","2.31"
"6276","安鈦克","N/A","2.26829378","112","7.51","3.23"
"6279","胡連","14.94","5.25000000","112","2.83","2.79"
"6284","佳邦","14.82","2.00000000","112","2.45","1.64"
"6287","元隆","N/A","0.00000000","112","0.00","18.42"
"6290","良維","15.96","2.97320900","112","4.11","1.84"
"6291","沛亨","13.43","8.00000000","112","8.44","3.03"
"6292","迅德","11.36","4.20000000","112","7.98","1.99"
"6294","智基","14.69","8.00000000","112","13.03","2.62"
"6411","晶焱","24.79","2.45758000","112","2.78","1.84"
"6417","韋僑","29.94","2.00000000","112","1.94","2.81"
"6418","詠昇","21.00","1.10000000","112","5.51","1.37"
"6419","京晨科","12.03","3.80000000","112","3.71","3.92"
"6425","易發","123.49","0.50000000","112","0.64","4.01"
"6432","今展科","30.83","1.24311639","112","4.48","1.02"
"6435","大中","18.03","2.80000000","112","2.92","2.04"
"6441","廣錠","N/A","0.00000000","112","0.00","1.39"
"6457","紘康","N/A","0.00000000","112","0.00","2.70"
"6461","益得","N/A","0.00000000","112","0.00","3.99"
"6462","神盾","N/A","0.00000000","112","0.00","2.51"
"6465","威潤","N/A","0.00000000","112","0.00","2.40"
"6469","大樹","28.56","5.29618911","112","3.57","5.81"
"6470","宇智","31.90","2.80000000","112","5.22","1.89"
"6482","弘煜科","23.56","1.50000000","112","3.00","3.33"
"6485","點序","N/A","1.20000000","112","2.65","1.11"
"6486","互動","12.74","5.69330092","112","7.00","2.17"
"6488","環球晶","12.39","19.00000000","112","5.31","1.81"
"6492","生華科","N/A","0.00000000","112","0.00","3.45"
"6494","九齊","18.28","1.62000000","112","3.25","1.44"
"6496","科懋","N/A","0.00000000","112","0.00","1.38"
"6499","益安","N/A","0.00000000","112","0.00","2.13"
"6506","雙邦","25.52","0.40000000","112","2.34","1.14"
"6508","惠光","37.00","1.00000000","112","3.38","1.04"
"6509","聚和","15.18","1.25000000","112","3.23","1.54"
"6510","精測","135.14","0.50000000","112","0.06","3.60"
"6512","啟發電","N/A","0.00000000","112","0.00","1.50"
"6516","勤崴國際","56.19","1.96000000","112","2.96","3.59"
"6517","保勝光學","19.47","1.50000000","112","2.40","3.02"
"6523","達爾膚","15.08","10.00000000","112","6.67","4.39"
"6527","明達醫","18.55","2.06362866","112","2.45","2.35"
"6530","創威","48.76","1.20000000","112","1.70","5.23"
"6532","瑞耘","20.35","2.40000000","112","3.42","2.53"
"6535","順藥","N/A","0.00000000","112","0.00","28.79"
"6538","倉和","9.60","7.00550790","112","6.83","1.89"
"6542","隆中","20.69","1.00000000","112","1.75","2.90"
"6546","正基","45.16","3.50000000","112","2.50","4.64"
"6547","高端疫苗","N/A","0.00000000","112","0.00","3.16"
"6548","長科*","19.20","1.60769300","112","4.81","2.72"
"6556","勝品","9.85","3.00000000","112","3.63","1.60"
"6560","欣普羅","N/A","0.00000000","112","0.00","1.80"
"6561","是方","36.65","10.60000000","112","2.23","10.40"
"6568","宏觀","51.05","1.81728749","112","1.50","2.57"
"6569","醫揚","31.36","6.49573621","112","4.39","3.87"
"6570","維田","38.48","2.60000000","112","4.90","2.42"
"6574","霈方","15.68","3.50000000","112","6.47","1.85"
"6576","逸達","N/A","0.00000000","112","0.00","14.80"
"6577","勁豐","14.99","6.70000000","112","7.56","3.63"
"6578","達邦蛋白","176.82","0.50926286","112","2.62","1.28"
"6584","南俊國際","71.22","1.00015160","112","0.59","5.57"
"6588","東典光電","N/A","0.00000000","112","0.00","1.75"
"6589","台康生技","N/A","0.00000000","112","0.00","2.32"
"6590","普鴻","14.87","5.00000000","112","6.58","2.70"
"6593","台灣銘板","94.81","1.00000000","112","1.37","2.63"
"6596","寬宏藝術","11.22","5.30000000","112","6.26","3.37"
"6603","富強鑫","30.74","0.14506677","112","0.87","1.11"
"6609","瀧澤科","29.93","0.90000000","112","1.02","2.55"
"6612","奈米醫材","79.08","1.20000000","112","0.99","3.26"
"6613","朋億*","11.47","10.39059572","112","5.69","3.11"
"6615","慧智","40.82","0.20000000","112","0.50","1.33"
"6616","特昇-KY","N/A","0.00000000","112","0.00","0.84"
"6617","共信-KY","N/A","0.00000000","112","0.00","4.50"
"6624","萬年清","195.26","1.00000000","112","2.70","1.84"
"6629","泰金-KY","12.68","3.50000000","112","3.03","2.85"
"6637","醫影","16.17","2.64705882","112","2.84","2.66"
"6640","均華","64.66","5.00000000","112","0.69","11.54"
"6642","富致","21.20","1.50000000","112","2.23","2.40"
"6643","M31","110.13","10.00143526","112","1.30","16.37"
"6649","台生材","N/A","0.00000000","112","0.00","2.29"
"6651","全宇昕","14.45","4.00000000","112","4.55","2.50"
"6654","天正國際","N/A","0.00000000","112","0.00","1.69"
"6661","威健生技","N/A","0.00000000","112","0.00","1.88"
"6662","樂斯科","20.48","1.65000000","112","4.85","1.96"
"6664","群翊","18.51","7.82132273","112","3.20","4.35"
"6667","信紘科","22.81","6.46000000","112","3.49","4.91"
"6679","鈺太","43.16","5.50000000","112","1.64","3.55"
"6680","鑫創電子","35.82","2.28117271","112","2.54","3.91"
"6683","雍智科技","24.01","6.50922419","112","1.79","4.16"
"6684","安格","N/A","0.00000000","112","0.00","1.92"
"6690","安碁資訊","21.01","5.20117566","112","2.53","3.38"
"6692","進能服","N/A","1.40000000","112","3.68","2.29"
"6693","廣閎科","46.98","1.00000000","112","1.19","3.34"
"6697","東捷資訊","17.69","2.20000000","112","4.78","2.17"
"6703","軒郁","13.33","12.82149677","112","8.22","3.84"
"6708","天擎","N/A","0.40000000","112","0.91","3.21"
"6712","長聖","55.08","7.00000000","112","4.03","8.85"
"6716","應廣","17.66","2.00131495","112","2.46","3.13"
"6720","久昌","27.42","1.68000000","112","1.10","8.44"
"6721","信實","13.05","2.60000000","112","4.53","2.15"
"6727","亞泰金屬","17.05","2.00000000","112","2.30","1.84"
"6728","上洋","12.96","4.98333333","112","4.02","2.01"
"6732","昇佳電子","19.14","12.50000000","112","5.02","2.83"
"6733","博晟生醫","N/A","0.00000000","112","0.00","4.70"
"6735","美達科技","24.35","0.80000000","112","1.37","2.55"
"6739","竹陞科技","46.79","2.01628923","112","0.99","6.67"
"6741","91APP*-KY","22.86","0.95000000","112","1.11","3.27"
"6747","亨泰光","24.55","6.61912439","112","4.90","2.68"
"6751","智聯服務","58.51","2.00000000","112","3.64","1.42"
"6752","叡揚","20.80","3.80041500","112","2.98","3.94"
"6761","穩得","14.88","3.99361630","112","4.34","2.08"
"6762","達亞","352.56","2.00000000","112","0.73","6.70"
"6763","綠界科技*","31.79","18.20000006","112","2.84","4.12"
"6767","台微醫","N/A","0.00000000","112","0.00","2.99"
"6785","昱展新藥","23.33","1.50000000","112","1.07","3.79"
"6788","華景電","23.37","6.00000000","112","2.49","3.98"
"6791","虎門科技","30.93","3.46940068","112","2.53","6.20"
"6803","崑鼎","17.04","14.48619711","112","5.10","3.21"
"6804","明係","31.17","2.60000000","112","9.27","0.74"
"6811","宏碁資訊","21.13","8.50000000","112","3.07","5.59"
"6821","聯寶","49.94","1.55969846","112","3.55","2.18"
"6823","濾能","N/A","0.00000000","112","0.00","2.91"
"6829","千附精密","28.94","3.00000000","112","2.55","3.69"
"6840","東研信超","N/A","1.00000000","112","1.96","1.52"
"6841","長佳智能","N/A","1.00000000","112","1.38","3.82"
"6843","進典","21.45","2.50000000","112","4.84","2.13"
"6844","諾貝兒","44.79","6.09682477","112","4.18","1.67"
"6846","綠茵","15.73","3.49594809","112","4.50","2.61"
"6855","數泓科","21.16","4.50000000","112","2.87","4.48"
"6856","鑫傳","14.86","3.81508603","112","6.00","2.35"
"6859","伯特光","295.31","2.00000000","112","1.06","4.14"
"6865","偉康科技","44.89","1.60000000","112","2.64","2.40"
"6870","騰雲","64.96","3.80000000","112","1.62","5.73"
"6874","倍力","21.99","3.80000000","112","4.04","4.35"
"6875","國邑*","N/A","0.00000000","112","0.00","3.64"
"6877","鏵友益","786.67","1.00590179","112","1.07","6.02"
"6881","潤德","17.60","9.00000000","112","3.86","4.19"
"6894","衛司特","21.20","6.50000000","112","3.58","3.02"
"6895","宏碩系統","86.64","2.20000000","112","1.17","6.56"
"6899","創為精密","16.80","3.18317269","112","6.19","1.20"
"6903","巨漢","11.27","9.27050212","112","8.03","2.48"
"6904","伯鑫","14.68","4.10000000","112","2.94","2.50"
"6913","鴻呈","44.50","2.00000000","112","1.59","3.70"
"6922","宸曜","29.94","3.57000000","112","1.93","5.16"
"6929","佑全","N/A","0.27100000","112","0.73","1.44"
"6953","家碩","35.73","4.50000000","112","2.03","4.42"
"6967","汎瑋材料","18.47","3.50000000","112","6.42","1.66"
"6968","萬達寵物","30.35","1.00000000","112","1.64","2.88"
"6982","大井泵浦","24.59","1.60000000","112","2.24","3.72"
"6996","力領科技","15.15","10.31711283","112","4.33","5.14"
"6997","博弘","21.44","4.06000000","112","3.14","7.13"
"7402","邑錡","59.24","1.48519767","112","2.11","3.68"
"7556","意德士","24.86","3.00000000","112","2.30","3.20"
"7584","樂意","19.87","4.00000000","112","5.13","2.26"
"7703","銳澤","21.55","7.00000000","112","4.88","3.07"
"7704","明遠精密","26.60","2.80000000","112","3.51","2.66"
"7708","全家餐飲","15.74","2.50000000","112","2.75","2.86"
"8024","佑華","N/A","0.00000000","112","0.00","1.47"
"8027","鈦昇","N/A","0.50085125","112","0.58","3.33"
"8032","光菱","46.81","0.80000000","112","1.21","1.47"
"8034","榮群","15.42","1.20000000","112","5.99","1.77"
"8038","長園科","N/A","0.00000000","112","0.00","3.98"
"8040","九暘","N/A","0.00000000","112","0.00","2.87"
"8042","金山電","50.56","1.20000000","112","2.97","1.30"
"8043","蜜望實","30.05","0.20000000","112","0.60","0.99"
"8044","網家","N/A","0.00000000","112","0.00","1.12"
"8047","星雲","N/A","0.00000000","112","0.00","1.97"
"8048","德勝","20.16","3.30000000","112","6.50","2.64"
"8049","晶采","12.29","2.70000000","112","8.26","1.88"
"8050","廣積","34.20","4.17967028","112","5.77","1.92"
"8054","安國","N/A","0.49970721","112","0.34","5.80"
"8059","凱碩","N/A","0.00000000","112","0.00","4.52"
"8064","東捷","62.98","0.70000000","112","1.32","2.86"
"8066","來思達","1390.00","1.00000000","112","3.60","1.51"
"8067","志旭","N/A","0.00000000","112","0.00","2.29"
"8068","全達","17.45","0.00000000","112","0.00","2.19"
"8069","元太","47.48","4.48964444","112","1.64","5.75"
"8071","能率網通","N/A","0.00000000","112","0.00","1.81"
"8074","鉅橡","22.85","1.00000000","112","4.71","1.14"
"8076","伍豐","17.74","0.80000000","112","2.58","1.76"
"8077","洛碁","10.43","0.00000000","112","0.00","2.73"
"8080","印鉐","N/A","0.00000000","112","0.00","4.71"
"8083","瑞穎","16.73","7.00000000","112","4.26","4.95"
"8084","巨虹","28.58","0.00000000","112","0.00","8.56"
"8085","福華","N/A","0.00000000","112","0.00","2.60"
"8086","宏捷科","29.94","1.00000000","112","1.00","2.52"
"8087","麗升能源","161.90","0.49256808","112","1.05","2.27"
"8088","品安","N/A","2.60000000","112","13.00","1.27"
"8089","康全電訊","14.72","0.00000000","112","0.00","3.42"
"8091","翔名","20.00","6.00000000","112","4.72","1.80"
"8092","建暐","N/A","0.00000000","112","0.00","2.06"
"8093","保銳","N/A","0.00000000","112","0.00","3.51"
"8096","擎亞","13.49","0.00000000","112","0.00","2.24"
"8097","常珵","N/A","0.00000000","112","0.00","4.09"
"8099","大世科","34.12","1.85000000","112","2.28","5.01"
"8107","大億金茂","152.31","0.00000000","112","0.00","0.97"
"8109","博大","14.11","6.00000000","112","6.83","2.45"
"8111","立碁","135.90","0.80000000","112","1.51","4.27"
"8121","越峰","32.68","0.00000000","112","0.00","2.77"
"8147","正淩","52.81","2.32703067","112","2.25","3.35"
"8155","博智","25.54","3.60000000","112","3.05","2.83"
"8171","天宇","N/A","0.00000000","112","0.00","1.77"
"8176","智捷","150.00","0.00000000","112","0.00","2.03"
"8182","加高","15.25","1.20000000","112","3.64","0.94"
"8183","精星","12.31","1.80000000","112","4.57","1.40"
"8227","巨有科技","115.38","2.30000000","112","1.18","7.06"
"8234","新漢","N/A","1.20000000","112","2.04","2.70"
"8240","華宏","13.44","1.50000000","112","3.49","0.92"
"8255","朋程","21.24","5.00000000","112","3.28","1.90"
"8272","全景軟體","23.34","2.87000000","112","2.55","4.93"
"8277","商丞","N/A","0.00000000","112","0.00","2.47"
"8279","生展","14.36","5.00000000","112","3.95","1.57"
"8284","三竹","13.63","3.50000000","112","5.23","2.46"
"8289","泰藝","1240.00","1.00000000","112","4.03","1.08"
"8291","尚茂","N/A","0.00000000","112","0.00","3.06"
"8299","群聯","12.84","13.08414888","112","2.73","2.08"
"8342","益張","14.00","3.80000000","112","4.32","3.06"
"8349","恒耀","13.58","2.48456863","112","4.07","1.75"
"8354","冠好","16.80","0.30000000","112","2.01","0.56"
"8358","金居","16.34","1.50000000","112","2.56","2.33"
"8383","千附","15.37","1.50000000","112","3.46","1.39"
"8390","金益鼎","14.45","2.20000000","112","3.55","1.89"
"8401","白紗科","11.81","1.80000000","112","6.00","1.86"
"8403","盛弘","22.80","0.80000001","112","2.81","1.02"
"8409","商之器","N/A","0.00000000","112","0.00","2.98"
"8410","森田","16.37","2.50000000","112","3.13","1.66"
"8415","大國鋼","14.93","1.50000000","112","4.39","1.41"
"8416","實威","15.13","8.00000000","112","5.02","3.23"
"8421","旭源","N/A","0.00000000","112","0.00","1.04"
"8423","保綠-KY","39.42","0.90000000","112","4.39","1.37"
"8424","惠普","15.37","4.00000000","112","5.85","2.30"
"8426","紅木-KY","9.20","2.50000000","112","5.54","1.92"
"8431","匯鑽科","151.46","0.30000000","112","0.48","2.85"
"8432","東生華","19.65","1.28000000","112","2.09","1.68"
"8433","弘帆","10.18","5.94098715","112","6.88","1.94"
"8435","鉅邁","15.06","4.00000000","112","5.49","2.94"
"8436","大江","19.55","7.00000000","112","5.53","1.78"
"8437","大地-KY","N/A","1.00000000","112","4.30","0.45"
"8440","綠電","59.11","1.66700000","112","4.55","2.55"
"8444","綠河-KY","N/A","0.00000000","112","0.00","2.11"
"8446","華研","10.43","6.00000000","112","5.08","3.10"
"8450","霹靂","N/A","0.00000000","112","0.00","1.62"
"8455","大拓-KY","N/A","0.00000000","112","0.00","1.46"
"8472","夠麻吉","N/A","0.00000000","112","0.00","1.52"
"8477","創業家","N/A","0.00000000","112","0.00","3.32"
"8489","三貝德","N/A","0.00000000","112","0.00","3.00"
"8905","裕國","19.90","1.80000000","112","5.80","1.30"
"8906","花王","N/A","0.00000000","112","0.00","3.28"
"8908","欣雄","25.09","1.60000000","112","3.64","3.33"
"8916","光隆","15.98","3.58361594","112","6.18","1.53"
"8917","欣泰","27.42","2.20000000","112","3.40","3.96"
"8921","沈氏","N/A","0.33300000","112","1.24","1.27"
"8923","時報","20.81","0.80000000","112","4.13","1.33"
"8924","大田","13.80","4.30000000","112","5.61","1.60"
"8927","北基","35.38","1.99749427","112","3.95","3.24"
"8928","鉅明","36.43","0.70000000","112","2.11","1.60"
"8929","富堡","18.35","0.00000000","112","0.00","1.43"
"8930","青鋼","12.37","2.50000000","112","7.19","1.93"
"8931","大汽電","22.54","2.10000000","112","4.38","2.85"
"8932","智通*","75.89","0.13775000","112","0.07","11.15"
"8933","愛地雅","N/A","0.00000000","112","0.00","1.09"
"8935","邦泰","N/A","0.00000000","112","0.00","2.31"
"8936","國統","16.27","1.50000000","112","2.94","2.14"
"8937","合騏","398.44","0.00000000","112","0.00","9.69"
"8938","明安","14.36","1.60000000","112","2.20","1.49"
"8941","關中","13.10","5.50000000","112","8.23","2.53"
"8942","森鉅","12.56","5.00000000","112","9.35","1.10"
"9949","琉園","N/A","0.00000000","112","0.00","3.03"
"9950","萬國通","21.71","0.00000000","112","0.00","1.79"
"9951","皇田","12.44","3.40000000","112","6.17","1.15"
"9960","邁達康","12.42","1.70000000","112","6.61","1.35"
"9962","有益","21.64","1.10000000","112","7.26","1.24"
共836筆
